"w-100 href","ld_Fc","absolute src","z-2 href","br-100 src","z-2 href 2","br-100 src 2","z-2 href 4","br-100 src 4","f6","f2","f6 2","ld_Fc 2","di","normal","sans-serif","ld_Fc 3","ff-text-wrapper","b"
"https://www.walmart.com/ip/Levi-Strauss-Signature-Women-s-Shaping-Perfect-Pull-On-Straight-Jeans-Sizes-2-16/17375563183?classType=VARIANT","Women's Shaping Perfect Pull On Straight Jeans, Sizes 2-16 $26.98","https://i5.walmartimages.com/seo/Levi-Strauss-Signature-Women-s-Shaping-Perfect-Pull-On-Straight-Jeans-Sizes-2-16_eda8c865-e04e-438b-87a8-7f2392c7f0bb.b3c44a88be401e09f87231312c121af8.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","https://www.walmart.com/ip/Levi-Strauss-Signature-Women-s-Shaping-Perfect-Pull-On-Straight-Jeans-Sizes-2-16/17375563183?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/f27105ef-c709-4d13-bb42-f8300968731f.0ba843f4cb5ab96037f117916e761b16.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","","","https://www.walmart.com/ip/Levi-Strauss-Signature-Women-s-Shaping-Perfect-Pull-On-Straight-Jeans-Sizes-2-16/17395256185?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/f357b9fb-b225-4363-b1d4-462876fcb45a.2806f4ce2b1cac05c4c1809059aa67dc.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","$","26","98","current price $26.98","Levi Strauss Signature","Women's Shaping Perfect Pull On Straight Jeans, Sizes 2-16","13","4.6 out of 5 Stars. 13 reviews","Shipping arrives","Fri, Apr 17"
"https://www.walmart.com/ip/Time-and-Tru-Women-s-Cropped-Flare-Jeans-with-Raw-Hem-26-Inseam-Sizes-2-20/9592508289?classType=VARIANT","Women's Cropped Flare Jeans with Raw Hem, 26” Inseam, Sizes 2-20 $19.98","https://i5.walmartimages.com/seo/Time-and-Tru-Women-s-Cropped-Flare-Jeans-with-Raw-Hem-26-Inseam-Sizes-2-20_b87cf56a-a31a-4671-b36f-46bb66cb3062.09ff495c442f04dc63ce0b94be0fce36.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","","","","","","","$","19","98","current price $19.98","Time and Tru","Women's Cropped Flare Jeans with Raw Hem, 26” Inseam, Sizes 2-20","112","4.3 out of 5 Stars. 112 reviews","Shipping arrives","Sat, Apr 18"
"https://www.walmart.com/ip/TS-CORE-BOOTCUT/18256760363?classType=VARIANT","Women's Plus Core Mid Rise Bootcut Jean $24.98","https://i5.walmartimages.com/seo/TS-CORE-BOOTCUT_f1c46277-cd07-4a7e-9b23-9933242f3db5.8e0818db185f14d493d8740665ce473f.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","https://www.walmart.com/ip/TS-CORE-BOOTCUT/18194821647?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/ad57df32-fa62-422c-abc6-c29c191acd4c.2e161ebfc2a57895c4959c3044b68430.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","","","https://www.walmart.com/ip/TS-CORE-BOOTCUT/18256760363?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/d1be627f-f5e6-4762-acc8-1b8dbba8bfbf.705910d1bcaa94434aae1bbcd95c79bc.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","$","24","98","current price $24.98","Terra & Sky","Women's Plus Core Mid Rise Bootcut Jean","1","5 out of 5 Stars. 1 reviews","Shipping arrives","in 3+ days"
"https://www.walmart.com/ip/Levi-Strauss-Signature-Women-s-Parachute-Cargo-Shorts-Sizes-XS-XL/13711918423?classType=VARIANT","Women's Parachute Cargo Shorts, Sizes XS-XL $25.00","https://i5.walmartimages.com/seo/Levi-Strauss-Signature-Women-s-Parachute-Cargo-Shorts-Sizes-XS-XL_91dfacd9-674b-476a-be10-81e686921aba.4ea59f45cef9c164c257bef68418b8fe.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","https://www.walmart.com/ip/LEVI-CARGO-SHORT/13697819167?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/ffb8457e-af1c-4369-bf2b-062ba1fb9b7a.092248b296746959e8162db7a6bb3874.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","","","https://www.walmart.com/ip/LEVI-CARGO-SHORT/13711918423?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/e383d883-c996-49fb-b9d0-826c58b4806d.1d3b4da0c75c10bfd1acfe31ba699866.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","$","25","00","current price $25.00","Levi Strauss Signature","Women's Parachute Cargo Shorts, Sizes XS-XL","63","4.2 out of 5 Stars. 63 reviews","Free shipping, arrives","in 3+ days"
"https://www.walmart.com/ip/Time-and-Tru-Women-s-High-Rise-Straight-Leg-Cropped-Cuffed-Jean-26-5-Inseam-Sizes-0-22/18026461748?classType=VARIANT","Women's High Rise Straight Leg Cropped Cuffed Jean, 26.5"" Inseam, Sizes 0-22 $24.98","https://i5.walmartimages.com/seo/Time-and-Tru-Women-s-High-Rise-Straight-Leg-Cropped-Cuffed-Jean-26-5-Inseam-Sizes-0-22_62b507a6-a5f4-4afa-93d1-addb03989a60.347357f6865f8e6fc8e759f067928e11.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","https://www.walmart.com/ip/Time-and-Tru-Women-s-High-Rise-Straight-Leg-Cropped-Cuffed-Jean-26-5-Inseam-Sizes-0-22/18038157955?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/eeee39b3-3d1d-48e4-9ca1-b17ac8ce33c3.f3466c92e0a35e2c6eab1a3d0dc74beb.jpeg?odnBg=FFFFFF&odnHeight=30&odnWidth=30","https://www.walmart.com/ip/Time-and-Tru-Women-s-High-Rise-Straight-Leg-Cropped-Cuffed-Jean-26-5-Inseam-Sizes-0-22/18026461748?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/62b507a6-a5f4-4afa-93d1-addb03989a60.347357f6865f8e6fc8e759f067928e11.jpeg?odnBg=FFFFFF&odnHeight=30&odnWidth=30","https://www.walmart.com/ip/Time-and-Tru-Women-s-High-Rise-Straight-Leg-Cropped-Cuffed-Jean-26-5-Inseam-Sizes-0-22/18027870133?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/d3a28ff5-bec4-4794-912a-322d701c60bb.e6abfb2b85ba4051e38cdb02d4c90125.jpeg?odnBg=FFFFFF&odnHeight=30&odnWidth=30","$","24","98","current price $24.98","Time and Tru","Women's High Rise Straight Leg Cropped Cuffed Jean, 26.5"" Inseam, Sizes 0-22","","","Shipping arrives","tomorrow"
"https://www.walmart.com/ip/NB-RHINESTONE-EMBELL/16331104716?classType=VARIANT","Studded Baggy Wide Leg Jeans, 31.5'' Inseam, Women's $19.98","https://i5.walmartimages.com/seo/NB-RHINESTONE-EMBELL_9f269373-f1ec-4a95-9272-14cfb959c6c6.0c8d3f68c139d9465834118768307939.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","","","","","","","$","19","98","current price $19.98","No Boundaries","Studded Baggy Wide Leg Jeans, 31.5'' Inseam, Women's","306","4.1 out of 5 Stars. 306 reviews","Shipping arrives","today"
"https://www.walmart.com/ip/Levi-Strauss-Signature-Women-s-and-Women-s-Plus-High-Rise-Skinny-Jeans-Inseams-27-29-31-Sizes-2-26/16347817852?classType=VARIANT&athbdg=L1600","Best seller Women's and Women's Plus High Rise Skinny Jeans, Sizes 2-26 $20.00","https://i5.walmartimages.com/seo/Levi-Strauss-Signature-Women-s-and-Women-s-Plus-High-Rise-Skinny-Jeans-Inseams-27-29-31-Sizes-2-26_5b989325-c281-4989-b7ba-e6e4985c7c34.e6fe7563a685b49022a34bc6d434609e.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","https://www.walmart.com/ip/Levi-Strauss-Signature-Women-s-and-Women-s-Plus-High-Rise-Skinny-Jeans-Inseams-27-29-31-Sizes-2-26/16316469107?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/58ddaafa-f512-41b4-b153-4f5fac516d55.722b7ff46e43a9e22a570a93f0d4f1a2.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","https://www.walmart.com/ip/Levi-Strauss-Signature-Women-s-and-Women-s-Plus-High-Rise-Skinny-Jeans-Inseams-27-29-31-Sizes-2-26/16359311989?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/b5444793-e149-4f7f-aadf-5413c3d6d584.5729fed77876eba66791a2ec8976d7a8.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","https://www.walmart.com/ip/Levi-Strauss-Signature-Women-s-and-Women-s-Plus-High-Rise-Skinny-Jeans-Inseams-27-29-31-Sizes-2-26/16347767931?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/086d4f80-c445-4b2b-8ed1-8ced76e83ab9.8afe30e360042f7df185bb68e57d1c40.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","$","20","00","current price $20.00","Levi Strauss Signature","Women's and Women's Plus High Rise Skinny Jeans, Sizes 2-26","468","4.5 out of 5 Stars. 468 reviews","Shipping arrives","Fri, Apr 17"
"https://www.walmart.com/ip/LEVI-STRAUSS-CO-Womens-Navy-Denim-Zippered-Pocketed-Distressed-Super-skinny-Cropped-Jeans-W25/306337515?classType=REGULAR","LEVI STRAUSS & CO Womens Navy Denim Zippered Pocketed Distressed Super-skinny Cropped Jeans W25 $34.00","https://i5.walmartimages.com/seo/LEVI-STRAUSS-CO-Womens-Navy-Denim-Zippered-Pocketed-Distressed-Super-skinny-Cropped-Jeans-W25_c52ce096-deba-4649-8248-1da4feb6f13b.576a929912ba3a199d8b992ef1a6d520.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","","","","","","","$","34","00","current price $34.00","Levi's","LEVI STRAUSS & CO Womens Navy Denim Zippered Pocketed Distressed Super-skinny Cropped Jeans W25","","","Free shipping, arrives","in 3+ days"
"https://www.walmart.com/ip/Levi-s-Flat-Front-Mid-Rise-Slimming-Cotton-Jeans-Women-s/5132694009?classType=VARIANT","Flat Front Mid Rise Slimming Cotton Jeans, (Women's) $26.99 Was $29.99","https://i5.walmartimages.com/seo/Levi-s-Flat-Front-Mid-Rise-Slimming-Cotton-Jeans-Women-s_02bc0c84-f1e7-4625-8167-8fecbd2dcdb1.a20de01feb85710db521bf05ce92814a.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","https://www.walmart.com/ip/Levi-s-Women-s-Mid-Rise-Tummy-Slimming-311-Shaping-Skinny-Ankle-Jeans-Breakdown-Dark-Wash-12S-W31/5137637833?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/0d6939be-9801-4c96-a05e-8c9c16455d30.f880215e6746eee89cade9fba1bb901e.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","","","https://www.walmart.com/ip/Levi-s-Women-s-Mid-Rise-Tummy-Slimming-311-Shaping-Skinny-Ankle-Jeans-Dark-Horizon-12S-W31/5132694009?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/6c02c9b4-3119-4863-aecc-4c82b158cdb8.e3b8e7f8529d12336bed88099dbdf884.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","$","26","99","current price Now $26.99, Was $29.99","Levi's","Flat Front Mid Rise Slimming Cotton Jeans, (Women's)","174","4.4 out of 5 Stars. 174 reviews","Free shipping, arrives","in 3+ days"
"https://www.walmart.com/ip/Terra-Sky-Women-s-Plus-Size-Bootcut-High-Rise-Jeans-32-Inseam-Regular/12871421786?classType=VARIANT","Women's Plus Size Bootcut High Rise Jeans, Available in Short and Regular Inseams $22.98","https://i5.walmartimages.com/seo/Terra-Sky-Women-s-Plus-Size-Bootcut-High-Rise-Jeans-32-Inseam-Regular_429753ee-c5bd-417b-b0c4-1d31bcd8a7ce.f8998cfd5b5a44ca1ff28b4174a989d6.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","https://www.walmart.com/ip/Terra-Sky-Women-s-Plus-Size-Bootcut-High-Rise-Jeans-14WP-34WP/12898462006?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/0c7d7071-9e85-4883-b281-48bc43b244df.c570b8769961d112de3359d28a4528fa.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","https://www.walmart.com/ip/Terra-Sky-Women-s-Plus-Size-Bootcut-High-Rise-Jeans-14WP-34WP/12897805143?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/bdfc4dc4-e4d2-4412-9d99-6eea413fea8c.874c2d1dddaa8233a837b1ff53684396.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","https://www.walmart.com/ip/Terra-Sky-Women-s-Plus-Size-Bootcut-High-Rise-Jeans-14WP-34WP/12871421786?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/668fc2a6-9711-4981-bf06-8b2e200cdd22.45b62a4e970ae739bb93135fefad1d65.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","$","22","98","current price $22.98","Terra & Sky","Women's Plus Size Bootcut High Rise Jeans, Available in Short and Regular Inseams","207","4.2 out of 5 Stars. 207 reviews","Shipping arrives","Sat, Apr 18"
"https://www.walmart.com/ip/Signature-by-Levi-Strauss-Co-Gold-Label-Women-s-Totally-Noir-Size-8-0/625433932?classType=REGULAR","Gold Women's Totally Shaping Pull-on Skinny Jeans Mid-Rise Stretch Denim (Available in Plus Size) $32.99","https://i5.walmartimages.com/seo/Signature-by-Levi-Strauss-Co-Gold-Label-Women-s-Totally-Noir-Size-8-0_6b28afc8-b3b7-4a5b-bd2e-5f3afe444f0e.5cb2ab0b5da7a9a87f2cccd0958cf1af.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","","","","","","","$","32","99","current price $32.99","Levi Strauss Signature","Gold Women's Totally Shaping Pull-on Skinny Jeans Mid-Rise Stretch Denim (Available in Plus Size)","","","Shipping arrives","Fri, Apr 17"
"https://www.walmart.com/ip/Levi-Strauss-Signature-Women-s-Vintage-Wide-Leg-Crop-Jeans/18090673688?classType=VARIANT","™ Women's and Women's Plus Vintage Wide Leg Crop Jeans, Sizes 2-20 $29.98","https://i5.walmartimages.com/seo/Levi-Strauss-Signature-Women-s-Vintage-Wide-Leg-Crop-Jeans_d7612332-af3a-4032-8518-b649868d0dd1.65d1dac5d46a38abf175b44f07a93815.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","https://www.walmart.com/ip/Levi-Strauss-Signature-Women-s-Vintage-Wide-Leg-Crop-Jeans/18130911735?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/979d0572-33de-4f14-8a2d-83d9f15aa62e.5d0737b7ad608e4d48b5839927f7cd96.png?odnHeight=30&odnWidth=30&odnBg=FFFFFF","","","https://www.walmart.com/ip/Levi-Strauss-Signature-Women-s-Vintage-Wide-Leg-Crop-Jeans/18134163352?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/6dd76f06-26b8-4268-b81d-59b326eab9ed.fd10a7ff21b85374677c4a59c3728473.png?odnHeight=30&odnWidth=30&odnBg=FFFFFF","$","29","98","current price $29.98","Levi Strauss Signature","™ Women's and Women's Plus Vintage Wide Leg Crop Jeans, Sizes 2-20","91","4.5 out of 5 Stars. 91 reviews","Shipping arrives","tomorrow"
"https://www.walmart.com/ip/Time-and-Tru-Women-s-High-Rise-Curvy-Skinny-Jeans-27-and-29-Inseams-Sizes-0-22/5144605627?classType=VARIANT","Women's High Rise Curvy Skinny Jeans, Available in Regular and Short Inseams, Sizes 0-22 $17.98","https://i5.walmartimages.com/seo/Time-and-Tru-Women-s-High-Rise-Curvy-Skinny-Jeans-27-and-29-Inseams-Sizes-0-22_8f95aeba-913b-4a56-83f7-1d50a1dfe750.6c56f2ea6f3664726213d430d8e60dfb.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","https://www.walmart.com/ip/Time-and-Tru-Women-s-High-Rise-Curvy-Jeans/609066174?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/cd386371-62d3-4460-9412-223d5e67bd7c.5deabb25bf562522ba187621a13f58b3.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","https://www.walmart.com/ip/Time-and-Tru-Women-s-High-Rise-Curvy-Skinny-Jeans-29-Inseam-for-Regular-Sizes-2-39/5144605627?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/f44db5ab-d85d-486d-bc46-2674e1c4aac6.027180e86751f9b05780d73b2bc9e9ec.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","https://www.walmart.com/ip/Time-and-Tru-Women-s-High-Rise-Curvy-Skinny-Jeans-29-Inseam-Regular-Sizes-0-26/6948313682?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/fb7a4db4-5096-4df8-b98d-84805a3d7ab1.a39ffca165d7171bff450f3981581d26.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","$","17","98","current price $17.98","Time and Tru","Women's High Rise Curvy Skinny Jeans, Available in Regular and Short Inseams, Sizes 0-22","3820","4.3 out of 5 Stars. 3820 reviews","Shipping arrives","Fri, Apr 17"
"https://www.walmart.com/ip/Terra-Sky-Women-s-Plus-High-Rise-Straight-Leg-Jean-Available-in-Regular-and-Petite-Inseams-Sizes-16W-28W/17971003927?classType=VARIANT","Women's Plus Size High Rise Straight Leg Jeans, 29"" Inseam, Sizes 16W-28W $24.98","https://i5.walmartimages.com/seo/Terra-Sky-Women-s-Plus-High-Rise-Straight-Leg-Jean-Available-in-Regular-and-Petite-Inseams-Sizes-16W-28W_db0d15bb-e8da-42ed-b5a6-f95139b519bb.4404cad98c98db58a577d131f573deec.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","","","","","","","$","24","98","current price $24.98","Terra & Sky","Women's Plus Size High Rise Straight Leg Jeans, 29"" Inseam, Sizes 16W-28W","1","5 out of 5 Stars. 1 reviews","Shipping arrives","Fri, Apr 17"
"https://www.walmart.com/ip/Time-and-Tru-Women-s-High-Rise-Straight-Leg-Denim-Jegging-27-5-Inseam-Sizes-XS-XXXL/15345711050?classType=VARIANT&athbdg=L1600","Best seller Women's High Rise Straight Leg Denim Jegging, 27.5"" Inseam, Sizes XS-XXXL $15.98","https://i5.walmartimages.com/seo/Time-and-Tru-Women-s-High-Rise-Straight-Leg-Denim-Jegging-27-5-Inseam-Sizes-XS-XXXL_8cba764a-a821-4fa2-b9d1-5a49ebf6a48e.5040b53ddcb91d6ff3c88ce3246b1efb.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","","","","","","","$","15","98","current price $15.98","Time and Tru","Women's High Rise Straight Leg Denim Jegging, 27.5"" Inseam, Sizes XS-XXXL","145","4.3 out of 5 Stars. 145 reviews","Pickup","today"
"https://www.walmart.com/ip/Levi-Strauss-Signature-Women-s-and-Women-s-Plus-High-Rise-Skinny-Jeans-Size-2-28/5373792329?classType=VARIANT&athbdg=L1400","Clearance Women's and Women's Plus High Rise Skinny Jeans, Inseams: Short, Regular and Long, Sizes 2-28 $13.42 Was $26.98","https://i5.walmartimages.com/seo/Levi-Strauss-Signature-Women-s-and-Women-s-Plus-High-Rise-Skinny-Jeans-Size-2-28_577f14d0-cd4c-4c22-b680-2ccdf32af8ae.824249319c235f3553853a2e6441af99.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","","","","","","","$","13","42","current price Now $13.42, Was $26.98","Levi Strauss Signature","Women's and Women's Plus High Rise Skinny Jeans, Inseams: Short, Regular and Long, Sizes 2-28","3033","4.4 out of 5 Stars. 3033 reviews","Shipping arrives","Fri, Apr 17"
"https://www.walmart.com/ip/Levi-Strauss-Signature-Women-s-Vintage-A-Line-Belt-Shorts-Sizes-0-14/13658860124?classType=VARIANT","Women's Vintage A-Line Belt Shorts, Sizes 0-14 $24.98","https://i5.walmartimages.com/seo/Levi-Strauss-Signature-Women-s-Vintage-A-Line-Belt-Shorts-Sizes-0-14_031acca6-0b49-4415-aafb-2ba34c4cd8c3.44a649e434abf57fbbe71fbdf01ff883.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","https://www.walmart.com/ip/LEVI-A-LINE-SHORT/13658860124?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/c96e06cc-4e10-465a-ad23-b32939d84320.db826e14ff53d117017b776002720a95.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","","","https://www.walmart.com/ip/LEVI-A-LINE-SHORT/13662355665?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/1972af23-d760-43da-9dcc-e9c11703f078.956de44ce2ac16cdf8aee9dc22c6cc77.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","$","24","98","current price $24.98","Levi Strauss Signature","Women's Vintage A-Line Belt Shorts, Sizes 0-14","139","4.4 out of 5 Stars. 139 reviews","Shipping arrives","tomorrow"
"https://www.walmart.com/ip/Signature-by-Levi-Strauss-Co-Women-s-High-Rise-Ankle-Skinny-Cut-off-Jeans/178795528?classType=VARIANT","Signature by Levi Strauss & Co. Women's High Rise Ankle Skinny Cut off Jeans $18.00","https://i5.walmartimages.com/seo/Signature-by-Levi-Strauss-Co-Women-s-High-Rise-Ankle-Skinny-Cut-off-Jeans_0ff33447-12f9-46dc-ae84-c9b64af4f12b_1.38688d999f672f559d476c31d0ca6203.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","","","","","","","$","18","00","current price $18.00","Levi Strauss Signature","Signature by Levi Strauss & Co. Women's High Rise Ankle Skinny Cut off Jeans","41","4.2 out of 5 Stars. 41 reviews","Shipping arrives","Sat, Apr 18"
"https://www.walmart.com/ip/Signature-by-Levi-Strauss-Co-Gold-Label-Women-s-Traditional-Jeans-Standard-18-Bae/466940352?classType=REGULAR","Signature by Levi Strauss & Co. Gold Label Women's Traditional Jeans Standard 18 Bae $32.95","https://i5.walmartimages.com/seo/Signature-by-Levi-Strauss-Co-Gold-Label-Women-s-Traditional-Jeans-Standard-18-Bae_6415f0b0-7882-4235-ae3a-9380c764b45e.4f7c5b0dd4fa9c565d26646754108501.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","","","","","","","$","32","95","current price $32.95","Levi Strauss Signature","Signature by Levi Strauss & Co. Gold Label Women's Traditional Jeans Standard 18 Bae","","","Free shipping, arrives","in 3+ days"
"https://www.walmart.com/ip/CORE-JEGGING-BOOTCU/17840124159?classType=VARIANT&athbdg=L1600","Best seller Women's Plus Signature Pull On High Rise Bootcut Jeggings with Control Panel, Sizes 0X-5X $19.98","https://i5.walmartimages.com/seo/CORE-JEGGING-BOOTCU_a10934b3-3f0e-415c-8f58-573245a39b5a.d2da4b03c4da92308d2bdea53723c599.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","","","","","","","$","19","98","current price $19.98","Terra & Sky","Women's Plus Signature Pull On High Rise Bootcut Jeggings with Control Panel, Sizes 0X-5X","53","3.7 out of 5 Stars. 53 reviews","Shipping arrives","Sat, Apr 18"
"https://www.walmart.com/ip/Levis-Women-s-Jeans-710-Super-Skinny-mid-Rise-Stretch-1533381-Black-4/5126878679?classType=REGULAR","Levis Women's Jeans 710 Super Skinny mid Rise Stretch 1533381 (Black, 4) $29.99","https://i5.walmartimages.com/seo/Levis-Women-s-Jeans-710-Super-Skinny-mid-Rise-Stretch-1533381-Black-4_726ef973-134d-45e9-8950-40a3a653b650.1e8fcf8386035ebcae83537a4f8382aa.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","","","","","","","$","29","99","current price $29.99","Levi's","Levis Women's Jeans 710 Super Skinny mid Rise Stretch 1533381 (Black, 4)","1","5 out of 5 Stars. 1 reviews","Free shipping, arrives","in 3+ days"
"https://www.walmart.com/ip/Terra-Sky-Women-s-Plus-Size-Skinny-Jeans-Available-in-Regular-and-Petite/534322008?classType=VARIANT&athbdg=L1600","Best seller Women's Plus Size Skinny Jeans, Regular and Petite $24.98","https://i5.walmartimages.com/seo/Terra-Sky-Women-s-Plus-Size-Skinny-Jeans-Available-in-Regular-and-Petite_6e464463-665c-4f89-9108-b713804ef760.5382c66b3beafe9f0e9fce86a8d1ee89.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","https://www.walmart.com/ip/Terra-Sky-Women-s-Plus-Size-Skinny-Jeans-29-Inseam/534322008?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/8c2eb911-1e6f-462b-ab2a-9e75ca856690.d28b442076792fe456982d73aae08cde.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","https://www.walmart.com/ip/Terra-Sky-Women-s-Plus-Size-Skinny-Jeans-29-Inseam/356917722?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/f91d14a1-cd3b-4339-a2f4-e05abfba6733.21ebe7c8da60fb2fa45a8513beda3a96.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","https://www.walmart.com/ip/Terra-Sky-Women-s-Plus-Skinny-Jeans-Sizes-16-26/5330094714?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/e511a3ee-50a6-4490-94dd-65c488600f54.f274510fb15450abd3b87451c2219538.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","$","24","98","current price $24.98","Terra & Sky","Women's Plus Size Skinny Jeans, Regular and Petite","2200","4.4 out of 5 Stars. 2200 reviews","Shipping arrives","today"
"https://www.walmart.com/ip/Levi-s-Women-s-711-Skinny-Jeans/1240926223?classType=REGULAR","Women's 711 Skinny Jeans $31.99","https://i5.walmartimages.com/seo/Levi-s-Women-s-711-Skinny-Jeans_0d63a5e1-afe7-4025-962d-452d4d074012.411ca45c79f42d3d0080dc1114361f4c.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","","","","","","","$","31","99","current price $31.99","Levi's","Women's 711 Skinny Jeans","67","4.4 out of 5 Stars. 67 reviews","Free shipping, arrives","in 3+ days"
"https://www.walmart.com/ip/Terra-Sky-Women-s-Plus-Size-High-Rise-Skinny-Jeggings-Sizes-0X-4X/10591111994?classType=VARIANT","Women's Plus Size High Rise Skinny Jeggings, Sizes 0X-4X $19.98","https://i5.walmartimages.com/seo/Terra-Sky-Women-s-Plus-Size-High-Rise-Skinny-Jeggings-Sizes-0X-4X_9774638e-93b8-4280-8e28-d590e396b6f0.9ecd89b8996eb586f2d15a5c2feacc64.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","","","","","","","$","19","98","current price $19.98","Terra & Sky","Women's Plus Size High Rise Skinny Jeggings, Sizes 0X-4X","680","4.4 out of 5 Stars. 680 reviews","",""
"https://www.walmart.com/ip/TT-COATED-PANT/17095615891?classType=VARIANT","Women's Flare Coated Denim Pants, 30"" Inseam, Size 0-20 $14.27","https://i5.walmartimages.com/seo/TT-COATED-PANT_2040d462-e87c-4f5b-a1a1-79498fb3503a.4b65a62b85671c10c930937d2d005500.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","","","","","","","$","14","27","current price $14.27","Time and Tru","Women's Flare Coated Denim Pants, 30"" Inseam, Size 0-20","71","4.2 out of 5 Stars. 71 reviews","",""
