"w-100 href","ld_Fc","absolute src","f6","ld_Fc 2","f6 2","f2","f6 3","ld_Fc 3","di","normal","sans-serif","ld_Fc 4","ff-text-wrapper","b","z-2 href","br-100 src","z-2 href 2","br-100 src 2","z-2 href 3","br-100 src 3","sans-serif 2"
"https://www.walmart.com/ip/Lee-Women-s-Heritage-Skinny-Fit-Straight-Leg-Jean/1114605446?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=VARIANT","® Women's Heritage Skinny Fit Straight Leg Jean $30.99","https://i5.walmartimages.com/seo/Lee-Women-s-Heritage-Skinny-Fit-Straight-Leg-Jean_58743044-6177-49f1-ad01-dd247d31bf90.8db3e3460071a275b099fc643931eca1.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","","","$","30","99","current price $30.99","Lee","® Women's Heritage Skinny Fit Straight Leg Jean","9","4 out of 5 Stars. 9 reviews","Shipping arrives","in 3+ days","https://www.walmart.com/ip/Lee-Women-s-Heritage-Skinny-Fit-Straight-Leg-Jean/1114605446?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/f78f188f-4a37-4b35-aef5-ea783f4543e5.fff4c4a66563dc981f0113edc624fa1b.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","https://www.walmart.com/ip/Lee-Women-s-Heritage-Skinny-Fit-Straight-Leg-Jean/1848001799?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/ab17293b-9cac-4b49-a104-65bb5e04bfc6.2a34e3beab206099dabb6c1ae7ba364c.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","","",""
"https://www.walmart.com/ip/Wrangler-Women-s-Heritage-Slim-Fit-Jean/727758089?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=REGULAR","Women's Heritage Slim Fit Jean $30.62","https://i5.walmartimages.com/seo/Wrangler-Women-s-Heritage-Slim-Fit-Jean_478fc81d-c493-4fe3-bb55-b164438b1188.559a040b62602c2e22d4707220b384c4.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","","","$","30","62","current price $30.62","Wrangler","Women's Heritage Slim Fit Jean","","","Shipping arrives","in 3+ days","","","","","","",""
"https://www.walmart.com/ip/DARING-DIVA-Women-s-Plus-Stretchy-Washed-Button-Wide-Leg-Jeans-Palazzo-Pants-1X-Blue/19971608914?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=VARIANT","Women's Plus Stretchy Washed Button Wide Leg Jeans Palazzo Pants 1X Blue $30.40","https://i5.walmartimages.com/seo/DARING-DIVA-Women-s-Plus-Stretchy-Washed-Button-Wide-Leg-Jeans-Palazzo-Pants-1X-Blue_2bb6d04d-65fe-486e-8dc6-c95b2e96f67d.a94d0695defe1f1f75015dff7a819d96.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","3 sizes","Available in additional 3 sizes","$","30","40","current price $30.40","DARING DIVA","Women's Plus Stretchy Washed Button Wide Leg Jeans Palazzo Pants 1X Blue","","","Shipping arrives","in 3+ days","","","","","","",""
"https://www.walmart.com/ip/ELOQUII-Elements-Women-s-Plus-Size-Straight-Leg-Jean-With-Slit/225537808?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=VARIANT","Women's Plus Size Straight Leg Jean With Slit $30.00","https://i5.walmartimages.com/seo/ELOQUII-Elements-Women-s-Plus-Size-Straight-Leg-Jean-With-Slit_aa835b37-4194-4d17-9a7a-061f39ab63d6.c8981b06aea1bd7025e335599a6d7ed3.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","","","$","30","00","current price $30.00","ELOQUII Elements","Women's Plus Size Straight Leg Jean With Slit","54","3.9 out of 5 Stars. 54 reviews","Shipping arrives","in 3+ days","","","","","","",""
"https://www.walmart.com/ip/LEE-WIDE-LEG-CROP-JEAN/17845851294?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=VARIANT&athbdg=L1600","Best seller ® Women's Heritage Wide Leg Crop Jeans, Sizes 2-18 $29.98","https://i5.walmartimages.com/seo/LEE-WIDE-LEG-CROP-JEAN_c9467b21-337e-45c1-86e2-527a9e9a928c.a13843ac0e419400a825708eb9f5b7b2.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","5 sizes","Available in additional 5 sizes","$","29","98","current price $29.98","Lee","® Women's Heritage Wide Leg Crop Jeans, Sizes 2-18","13","4.1 out of 5 Stars. 13 reviews","Shipping arrives","in 3+ days","","","","","","",""
"https://www.walmart.com/ip/LEE-HERITAGE-SKIRT/15976758346?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=VARIANT","® Women's Heritage Denim Skirt, Sizes 2-18 $29.98","https://i5.walmartimages.com/seo/LEE-HERITAGE-SKIRT_37eff3f3-bf0b-455f-8be0-ae0f24007d6e.286b512f7dc580ae55845a4ad88efa48.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","5 sizes","Available in additional 5 sizes","$","29","98","current price $29.98","Lee","® Women's Heritage Denim Skirt, Sizes 2-18","87","4.3 out of 5 Stars. 87 reviews","Shipping arrives","in 3+ days","","","","","","",""
"https://www.walmart.com/ip/LEE-DBL-WAIST-BOOT/16342365515?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=VARIANT","® Women Heritage High Rise Bootcut Jean, Available in Regular and Long Inseams, Sizes 2-18 $29.98","https://i5.walmartimages.com/seo/LEE-DBL-WAIST-BOOT_77ae394a-46d4-4c22-8f3e-ab2b3b154ea0.ff9ab5dfb7fd3f4c623ad4dae3f0ed60.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","","","$","29","98","current price $29.98","Lee","® Women Heritage High Rise Bootcut Jean, Available in Regular and Long Inseams, Sizes 2-18","161","4.3 out of 5 Stars. 161 reviews","Shipping arrives","in 3+ days","","","","","","",""
"https://www.walmart.com/ip/Lee-Women-s-and-Women-s-Plus-Heritage-High-Rise-Pull-On-Flare-Jean-Sizes-XS-4X/5453853312?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=VARIANT","® Women's Heritage High Rise Pull On Flare Jean, Sizes XS-4X $29.98","https://i5.walmartimages.com/seo/Lee-Women-s-and-Women-s-Plus-Heritage-High-Rise-Pull-On-Flare-Jean-Sizes-XS-4X_de568395-8c69-4fda-b6bc-b772c74387f7.fbbbdbe3833133c046aa1e8c3a5de4b1.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","","","$","29","98","current price $29.98","Lee","® Women's Heritage High Rise Pull On Flare Jean, Sizes XS-4X","143","4.4 out of 5 Stars. 143 reviews","Shipping arrives","in 3+ days","https://www.walmart.com/ip/LEE-PO-BOOTCUT-JEAN/12852052660?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/0209c500-7abd-47e7-9564-49f3e3bc148d.52ea2cceb4a795089e7d1ad54eb50bb1.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","https://www.walmart.com/ip/Lee-Women-s-Slim-Flare-Pant/5320593472?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/f9ff645b-727c-4f28-8e8d-f939ca2d0515.fb2734d386da528e61d222ba1cf77c20.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","https://www.walmart.com/ip/Lee-Women-s-Slim-Flare-Pant/5331581965?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/b8ccbf99-323f-464b-8c8a-2ec0638073af.52e7dbd070f267a33911649a4903d73c.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF",""
"https://www.walmart.com/ip/DARING-DIVA-Women-s-Y2K-Halter-Neck-Tie-Back-Crop-Jean-Bustier-Top-XS-Light-Blue/17767956491?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=VARIANT","Women's Y2K Halter Neck Tie Back Crop Jean Bustier Top XS Light Blue $29.88","https://i5.walmartimages.com/seo/DARING-DIVA-Women-s-Y2K-Halter-Neck-Tie-Back-Crop-Jean-Bustier-Top-XS-Light-Blue_4d98f185-1811-4d79-b572-fc0ca7727183.ff83f3e5f59cb21ea53cb9a34d50d992.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","3 sizes","Available in additional 3 sizes","$","29","88","current price $29.88","DARING DIVA","Women's Y2K Halter Neck Tie Back Crop Jean Bustier Top XS Light Blue","","","Shipping arrives","in 3+ days","","","","","","",""
"https://www.walmart.com/ip/Lee-Women-s-Legendary-Lined-Straight-Leg-Denim-Jeans/17726954842?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=VARIANT","® Women's Legendary Lined Straight Leg Denim Jeans $29.87","https://i5.walmartimages.com/seo/Lee-Women-s-Legendary-Lined-Straight-Leg-Denim-Jeans_13ec038f-807b-4177-b20a-e7dbc72e29f1.4a5c15e148de9db6237191f5f8091550.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","","","$","29","87","current price $29.87","Lee","® Women's Legendary Lined Straight Leg Denim Jeans","183","3.9 out of 5 Stars. 183 reviews","Shipping arrives","in 3+ days","https://www.walmart.com/ip/Lee-Women-s-Legendary-Lined-Straight-Leg-Denim-Jeans/17729557107?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/c843b720-5712-4ccc-a738-e1d0d71084ad.320a8484f7136183a473afada2e26013.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","https://www.walmart.com/ip/Lee-Women-s-Legendary-Lined-Straight-Leg-Denim-Jeans/17719852232?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/ab36507b-355a-4455-baba-6bce50823d0e.3ad3ffb357be918eae294fd96f8110ef.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","https://www.walmart.com/ip/Lee-Women-s-Legendary-Lined-Straight-Leg-Denim-Jeans/17729507173?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/6771cec3-eec0-4945-885e-5e04566c841b.31b8c6d76c97430cb0a1a395884fc3be.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF",""
"https://www.walmart.com/ip/Mills-by-Millie-Bobby-Brown-Women-s-Light-Wash-Boyfriend-Jeans-Sizes-00-18/18831265033?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=VARIANT&athbdg=L1600","Best seller Women's Light Wash Boyfriend Jeans, Sizes 00-18 $29.50","https://i5.walmartimages.com/seo/Mills-by-Millie-Bobby-Brown-Women-s-Light-Wash-Boyfriend-Jeans-Sizes-00-18_1486daa2-9dc0-4d93-a293-ff78570d3eaf.1b320db9a817970a5bc15cba389395bb.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","2 sizes","Available in additional 2 sizes","$","29","50","current price $29.50","Mills by Millie Bobby Brown","Women's Light Wash Boyfriend Jeans, Sizes 00-18","27","4.2 out of 5 Stars. 27 reviews","Shipping arrives","today","","","","","","",""
"https://www.walmart.com/ip/Lee-Women-s-Flex-Motion-Relaxed-Fit-Straight-Leg-Jean/464262309?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=VARIANT","® Women's Flex Motion Relaxed Fit Straight Leg Jean $27.87 Was $41.90","https://i5.walmartimages.com/seo/Lee-Women-s-Flex-Motion-Relaxed-Fit-Straight-Leg-Jean_6ccf864f-8b2a-46e9-ac89-2802df731a94.746016560f182e9a9c138c22db8f4351.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","","","$","27","87","current price Now $27.87, Was $41.90","Lee","® Women's Flex Motion Relaxed Fit Straight Leg Jean","2971","4.2 out of 5 Stars. 2971 reviews","Shipping arrives","in 3+ days","https://www.walmart.com/ip/Lee-Women-s-Flex-Motion-Relaxed-Fit-Straight-Leg-Jean/464262309?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/70aac6c4-0089-434c-bc04-fcd2311fa361.e3e706fa15cb58126bbce71ec60c1ee7.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","https://www.walmart.com/ip/Lee-Women-s-Flex-Motion-Relaxed-Fit-Straight-Leg-Jean/707228307?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/faefa336-4e54-4393-997b-9ab9950f960d.c99284f57be8a345fd2b698cba4acf6e.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","https://www.walmart.com/ip/Lee-Women-s-Flex-Motion-Relaxed-Fit-Straight-Leg-Jean/987542356?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/b430c8de-b7a0-483e-8366-1055c2543b80.a3d99bbe102dbfbb8b5fb03611c4bf6b.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF",""
"https://www.walmart.com/ip/Dollhouse-Womens-Junior-Plus-Curvy-Flare/125303000?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=VARIANT","Womens Junior Plus Curvy Flare $54.00","https://i5.walmartimages.com/seo/Dollhouse-Womens-Junior-Plus-Curvy-Flare_afa9a241-26de-4435-a7c5-a972db042e3b.afb3a29c5fa124723ffb56e0667d76ce.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","$","current price $54.00","00","54","","4.4 out of 5 Stars. 5 reviews","Dollhouse","Womens Junior Plus Curvy Flare","5","","","","https://www.walmart.com/ip/Dollhouse-Womens-Junior-Plus-Curvy-Flare/577688275?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/4da5b5a6-d3be-45e5-8138-1d0e833bef2b.892bf6c74357258b80df9527d89ecd9b.png?odnHeight=30&odnWidth=30&odnBg=FFFFFF","https://www.walmart.com/ip/Dollhouse-Womens-Junior-Plus-Curvy-Flare/782219877?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/6a20aa16-b87a-445b-8802-08ad4c9779bf.4b9c105d1474e4370969060af541da32.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","","","Out of stock"
"https://www.walmart.com/ip/Lee-Women-s-Ultra-Lux-Long-Straight-Jean/599558836?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=VARIANT","Women's Ultra Lux Long Straight Jean $34.90","https://i5.walmartimages.com/seo/Lee-Women-s-Ultra-Lux-Long-Straight-Jean_8ede0327-d61f-4fa4-b0bc-e6c7eaa0d854.f8af197e406b8b014b2dfda6b59ed4c3.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","$","current price $34.90","90","34","","3.9 out of 5 Stars. 107 reviews","Lee","Women's Ultra Lux Long Straight Jean","107","","","","https://www.walmart.com/ip/Lee-Women-s-Ultra-Lux-Long-Straight-Jean/321274211?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/b3285d9d-6895-43b4-855e-6685ceded9dd.f47a11a0131118b11ba8ec2abf08bfd3.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","https://www.walmart.com/ip/Lee-Women-s-Ultra-Lux-Long-Straight-Jean/374432946?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/46701f7c-94f1-4dea-8dbb-edc14a2c6e52.7f8260f1d23b8c9fc71230bca927d510.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","","","Out of stock"
"https://www.walmart.com/ip/Lee-Women-s-High-Rise-Skinny-Jean/413007452?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=VARIANT","® Women's High Rise Skinny Jean $21.39","https://i5.walmartimages.com/seo/Lee-Women-s-High-Rise-Skinny-Jean_346ec24f-e4e9-4828-a675-926e07643643.fdf1aa795d4301629aece6c372f4a3da.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","$","current price $21.39","39","21","","4.2 out of 5 Stars. 116 reviews","Lee","® Women's High Rise Skinny Jean","116","","","","","","","","","","Out of stock"
"https://www.walmart.com/ip/Lee-Womens-s-Plus-Stretch-Relaxed-Fit-Straight-Leg-Jean/312229906?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=VARIANT","Womens's Plus Stretch Relaxed Fit Straight Leg Jean $46.86","https://i5.walmartimages.com/seo/Lee-Womens-s-Plus-Stretch-Relaxed-Fit-Straight-Leg-Jean_55b5ec16-f949-4e37-a867-e9c9bcf6143c_1.59683d008cbd743948a0f87977314913.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","","","$","46","86","current price $46.86","Lee","Womens's Plus Stretch Relaxed Fit Straight Leg Jean","2300","3.7 out of 5 Stars. 2300 reviews","Free shipping, arrives","in 3+ days","https://www.walmart.com/ip/Lee-Womens-s-Plus-Stretch-Relaxed-Fit-Straight-Leg-Jean/785608871?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/6c8948ab-10b4-443d-b8d1-10131f4245da_1.aaffe0997e183541773603516c95a0a3.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","https://www.walmart.com/ip/Lee-Womens-s-Plus-Stretch-Relaxed-Fit-Straight-Leg-Jean/550325132?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/d62c3453-1718-4448-bde0-7bd9b78b0974_1.592417cc57756faeb1f9ac900e17c09a.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","https://www.walmart.com/ip/Lee-Womens-s-Plus-Stretch-Relaxed-Fit-Straight-Leg-Jean/312229906?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/6ba0ac22-381a-4edf-b91e-ec05af7377e2.c6557c0748890037bbbff3fa6a090f46.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF",""
"https://www.walmart.com/ip/Lee-Women-s-Stretch-Relaxed-Fit-Straight-Leg-Jean/127133269?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=VARIANT&athbdg=L1600","Best seller Women's Stretch Relaxed Fit Straight Leg Jean $39.90","https://i5.walmartimages.com/seo/Lee-Women-s-Stretch-Relaxed-Fit-Straight-Leg-Jean_ab89cbec-e8bd-4d69-a33e-cbb29e2e1d7c.d30a052034c42f01153bb2198bec6f90.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","","","$","39","90","current price $39.90","Lee","Women's Stretch Relaxed Fit Straight Leg Jean","5629","3.6 out of 5 Stars. 5629 reviews","Free shipping, arrives","in 3+ days","https://www.walmart.com/ip/Lee-Women-s-Stretch-Relaxed-Fit-Straight-Leg-Jean/701105392?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/2ac0e12f-d2c9-46a7-9823-ba548a82f259.ef2656146d1db265c57dc7c3c6c7452a.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","https://www.walmart.com/ip/Lee-Women-s-Relaxed-Fit-Straight-Leg-Jean/874667077?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/1b21fc42-f8ef-4ec7-a3ff-f7187d2d8b67_1.37977e662e5a1d19c9e12aa0fe234965.png?odnHeight=30&odnWidth=30&odnBg=FFFFFF","https://www.walmart.com/ip/Lee-Women-s-Relaxed-Fit-Straight-Leg-Jean/537683742?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/5b2e3cd7-2eff-4a09-8c9b-0f88ad34c896_1.1ce38fa2c4ef5e99997ce055842fca00.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF",""
"https://www.walmart.com/ip/Lee-Women-s-Sculpting-Slim-Fit-Slim-Leg-Pull-On-Jean/331550325?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=VARIANT","Women's Sculpting Slim Fit Slim Leg Pull On Jean $34.90","https://i5.walmartimages.com/seo/Lee-Women-s-Sculpting-Slim-Fit-Slim-Leg-Pull-On-Jean_7d704ae5-6a70-40fb-9247-51f73a98822c.7644653b10e393d9b9f1def4e80d41a1.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","","","$","34","90","current price $34.90","Lee","Women's Sculpting Slim Fit Slim Leg Pull On Jean","725","4.2 out of 5 Stars. 725 reviews","Shipping arrives","in 3+ days","https://www.walmart.com/ip/Lee-Women-s-Sculpting-Slim-Fit-Slim-Leg-Pull-On-Jean/847569035?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/9d866a9f-eece-4c28-9925-f46647613518.95fa6a9441296f4fab996ca50b8328d9.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","https://www.walmart.com/ip/Lee-Women-s-Sculpting-Slim-Fit-Slim-Leg-Pull-On-Jean/636964319?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/7e693fc0-e9f2-466a-bcba-b95824c9bd46.a20ab68eb0b5e6b2850ba1f54c48c784.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","","",""
"https://www.walmart.com/ip/LEE-CLASSIC-STRAIGHT/16232862130?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=VARIANT","® Women's Plus Heritage Classic Straight Jean $31.98","https://i5.walmartimages.com/seo/LEE-CLASSIC-STRAIGHT_abeddaa3-3dfa-4ba4-a985-bc1b1220f236.b81c2513080bf91a9b03d49af21dfe5b.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","","","$","31","98","current price $31.98","Lee","® Women's Plus Heritage Classic Straight Jean","13","3.4 out of 5 Stars. 13 reviews","Shipping arrives","in 3+ days","https://www.walmart.com/ip/LEE-CLASSIC-STRAIGHT/16203669691?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/a78db154-96fa-42f6-b8c3-9d1d9249b195.1c98c7a23caf20097250130f335a4d1e.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","https://www.walmart.com/ip/LEE-CLASSIC-STRAIGHT/16206059559?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/f9ba655a-0f0a-4a15-89c2-fb9d2be7de59.04a6d60f43f3abb1f3820f7b4a9dca0b.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","","",""
"https://www.walmart.com/ip/Sofia-Jeans-Women-s-Rosa-Curvy-High-Rise-Side-Lace-Skinny-Jeans/718445668?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=VARIANT","Sofia Jeans Women's Rosa Curvy High Rise Side Lace Skinny Jeans $29.50","https://i5.walmartimages.com/seo/Sofia-Jeans-Women-s-Rosa-Curvy-High-Rise-Side-Lace-Skinny-Jeans_079efeb1-cfed-4972-89af-7d05d9b9f568.b97386b986e50ddfc09e98b9ed4649d4.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","","","$","29","50","current price $29.50","Sofia Vergara","Sofia Jeans Women's Rosa Curvy High Rise Side Lace Skinny Jeans","10","3.9 out of 5 Stars. 10 reviews","Shipping arrives","tomorrow","","","","","","",""
"https://www.walmart.com/ip/Sofia-Jeans-Women-s-Plus-Cargo-Barrel-Jeans-26-5-Inseam-Sizes-14W-24W/16854850437?filters=%5B%7B%22intent%22%3A%22retailer%22%2C%22values%22%3A%5B%22Walmart%22%5D%7D%5D&classType=VARIANT","Sofia by Sofia Vergara Women's and Women's Plus Size Cargo Barrel Jeans, 26.5"" Inseam, Sizes 0-26 $29.00","https://i5.walmartimages.com/seo/Sofia-Jeans-Women-s-Plus-Cargo-Barrel-Jeans-26-5-Inseam-Sizes-14W-24W_1fe6a5b7-decb-4d76-9a89-abd245f82713.01e9ef3c9b58b27dfe6c9c51450ba670.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","","","$","29","00","current price $29.00","Sofia Vergara","Sofia by Sofia Vergara Women's and Women's Plus Size Cargo Barrel Jeans, 26.5"" Inseam, Sizes 0-26","218","4.4 out of 5 Stars. 218 reviews","Shipping arrives","in 3+ days","","","","","","",""
