retailer,product_id,url,product_name,brand,brand_type,color,current_price,regular_price,on_sale,discount_pct,rise,leg_shape,fit,inseam,fabric,pct_cotton,pct_natural_fiber,stretch,closure
Target,1007441861,https://www.target.com/p/coolmee-women-s-jorts-baggy-jeans-jorts-outfits-mid-low-waisted-denim-short-pants-dark-blue-s/-/A-1007441861,Coolmee Women's Jorts Baggy Jeans Jorts Outfits Mid Low Waisted Denim Short Pants Dark Blue L,Coolmee,National Brand,dark blue,37.09,69.99,true,47.0,Mid,Baggy,Relaxed Leg with a Loose Fit,,,,,,Fly Button and Zipper
Target,1007441856,https://www.target.com/p/coolmee-women-s-jorts-baggy-jeans-jorts-outfits-mid-low-waisted-denim-short-pants-light-blue-s/-/A-1007441856,Coolmee Women's Jorts Baggy Jeans Jorts Outfits Mid Low Waisted Denim Short Pants Dark Blue L,Coolmee,National Brand,light blue,43.99,69.99,true,37.1,Mid,Baggy,Relaxed Leg with a Loose Fit,,,,,,Fly Button and Zipper
Target,1008627131,https://www.target.com/p/coolmee-women-s-large-high-waisted-straight-leg-jeans-stretchy-distressed-denim-pants-blue-1xl/-/A-1008627131,Coolmee Women's Large High Waisted Straight Leg Jeans Stretchy Distressed Denim Pants Blue 4XL,Coolmee,National Brand,blue,39.99,69.99,true,42.9,Mid,Straight,Straight Leg with a Classic Fit,17.75,Polyester,,,,Fly Button and Zipper
Target,1007139462,https://www.target.com/p/coolmee-women-s-mid-rise-ripped-stretchy-jeans-shorts-frayed-raw-hem-casual-denim-shorts-black-s/-/A-1007139462,Coolmee Women's Mid Rise Stretchy Jeans Shorts Frayed Raw Hem Casual Denim Shorts Black L,Coolmee,National Brand,black,29.39,69.99,true,58.0,classic,Relaxed,Relaxed Leg with a Classic Fit,,,,,,Pull-On
Target,1007139450,https://www.target.com/p/coolmee-women-s-mid-rise-ripped-stretchy-jeans-shorts-frayed-raw-hem-casual-denim-shorts-blue-s/-/A-1007139450,Coolmee Women's Mid Rise Stretchy Jeans Shorts Frayed Raw Hem Casual Denim Shorts Black L,Coolmee,National Brand,blue,29.39,69.99,true,58.0,classic,Relaxed,Relaxed Leg with a Classic Fit,,,,,,Pull-On
Target,1007139442,https://www.target.com/p/coolmee-women-s-mid-rise-ripped-stretchy-jeans-shorts-frayed-raw-hem-casual-denim-shorts-light-blue-s/-/A-1007139442,Coolmee Women's Mid Rise Stretchy Jeans Shorts Frayed Raw Hem Casual Denim Shorts Black L,Coolmee,National Brand,light blue,29.39,69.99,true,58.0,classic,Relaxed,Relaxed Leg with a Classic Fit,,,,,,Pull-On
Target,1010250838,https://www.target.com/p/coolmee-women-s-maternity-super-comfy-ultra-stretch-skinny-jeans-black-s/-/A-1010250838,Coolmee Women's Maternity Super Comfy Ultra Stretch Skinny Jeans Blue M,Coolmee,National Brand,black,31.49,69.99,true,55.0,Mid,Skinny,Slim Leg with a Slim Fit,17.5,Polyester,,,,Full Waistband Elastic
Target,1010250832,https://www.target.com/p/coolmee-women-s-maternity-super-comfy-ultra-stretch-skinny-jeans-blue-s/-/A-1010250832,Coolmee Women's Maternity Super Comfy Ultra Stretch Skinny Jeans Blue M,Coolmee,National Brand,blue,31.49,69.99,true,55.0,Mid,Skinny,Slim Leg with a Slim Fit,17.5,Polyester,,,,Full Waistband Elastic
Target,1010036895,https://www.target.com/p/coolmee-women-s-mid-rise-baggy-jeans-straight-wide-leg-denim-pants-casual-loose-vintage-boyfriend-blue-s/-/A-1010036895,Coolmee Women's Mid Rise Baggy Jeans Straight Wide Leg Denim Pants Casual Loose Vintage Boyfriend Blue S,Coolmee,National Brand,blue,41.99,89.99,true,53.3,Mid,Wide Leg,Wide Leg with a Casual Fit,,Cotton,,,,Fly Button and Zipper
Target,1007139451,https://www.target.com/p/coolmee-women-s-mid-rise-ripped-stretchy-jeans-shorts-frayed-raw-hem-casual-denim-shorts-apricot-s/-/A-1007139451,Coolmee Women's Mid Rise Ripped Stretchy Jeans Shorts Frayed Raw Hem Casual Denim Shorts Black M,Coolmee,National Brand,apricot,29.39,69.99,true,58.0,classic,Relaxed,Relaxed Leg with a Classic Fit,,,,,,Pull-On
Target,1007139466,https://www.target.com/p/coolmee-women-s-mid-rise-ripped-stretchy-jeans-shorts-frayed-raw-hem-casual-denim-shorts-black-s/-/A-1007139466,Coolmee Women's Mid Rise Ripped Stretchy Jeans Shorts Frayed Raw Hem Casual Denim Shorts Black M,Coolmee,National Brand,black,29.39,69.99,true,58.0,classic,Relaxed,Relaxed Leg with a Classic Fit,,,,,,Pull-On
Target,1007139476,https://www.target.com/p/coolmee-women-s-mid-rise-ripped-stretchy-jeans-shorts-frayed-raw-hem-casual-denim-shorts-dark-green-s/-/A-1007139476,Coolmee Women's Mid Rise Ripped Stretchy Jeans Shorts Frayed Raw Hem Casual Denim Shorts Black M,Coolmee,National Brand,dark green,29.39,69.99,true,58.0,classic,Relaxed,Relaxed Leg with a Classic Fit,,,,,,Pull-On
Target,1006563363,https://www.target.com/p/coolmee-women-s-ripped-high-waisted-d-jeans-wide-leg-destroyed-denim-pants-gray-s/-/A-1006563363,Coolmee Women's Ripped High Waisted d Jeans Wide Leg Destroyed Denim Pants Light Blue M,Coolmee,National Brand,gray,33.59,69.99,true,52.0,High,Wide Leg,Relaxed Leg with a Slim Fit,,,,,,Pull-On
Target,1006563356,https://www.target.com/p/coolmee-women-s-ripped-high-waisted-d-jeans-wide-leg-destroyed-denim-pants-light-blue-s/-/A-1006563356,Coolmee Women's Ripped High Waisted d Jeans Wide Leg Destroyed Denim Pants Light Blue M,Coolmee,National Brand,light blue,32.19,69.99,true,54.0,High,Wide Leg,Relaxed Leg with a Slim Fit,,,,,,Pull-On
Target,1009165992,https://www.target.com/p/coolmee-women-s-ripped-high-waisted-jeans-casual-wide-leg-destroyed-denim-pants-black-s/-/A-1009165992,Coolmee Women's Ripped High Waisted Jeans Casual Wide Leg Destroyed Denim Pants Black S,Coolmee,National Brand,black,36.99,79.99,true,53.8,High,Wide Leg,Straight Leg with a Casual Fit,,Cotton,,,,Fly Button and Zipper
Target,1009165984,https://www.target.com/p/coolmee-women-s-ripped-high-waisted-jeans-casual-wide-leg-destroyed-denim-pants-blue-s/-/A-1009165984,Coolmee Women's Ripped High Waisted Jeans Casual Wide Leg Destroyed Denim Pants Black S,Coolmee,National Brand,blue,38.99,79.99,true,51.3,High,Wide Leg,Straight Leg with a Casual Fit,,Cotton,,,,Fly Button and Zipper
Target,1006492904,https://www.target.com/p/coolmee-women-s-ripped-jeans-high-waisted-distressed-baggy-straight-leg-pants/-/A-1006492895?preselect=1006492904#lnk=sametab,Coolmee Women's Ripped Jeans High Waisted Distressed Baggy Straight Leg Pants Blue XL,Coolmee,National Brand,Blue,43.39,69.99,true,38.0,High,Slim,Slim Leg with a Classic Fit,12.25,Polyester,,,,Pull-On
Target,1008627503,https://www.target.com/p/coolmee-women-s-ripped-mid-waisted-boyfriend-jeans-loose-fit-distressed-stretchy-denim-pants-dark-blue-s/-/A-1008627503,Coolmee Women's Ripped Mid Waisted Boyfriend Jeans Loose Fit Distressed Stretchy Denim Pants Dark Blue S,Coolmee,National Brand,dark blue,39.99,69.99,true,42.9,Low,Slim,Slim Leg with a Casual Fit,17.75,Polyester,,,,Fly Button and Zipper
Target,1008627497,https://www.target.com/p/coolmee-women-s-ripped-mid-waisted-boyfriend-jeans-loose-fit-distressed-stretchy-denim-pants-light-blue-s/-/A-1008627497,Coolmee Women's Ripped Mid Waisted Boyfriend Jeans Loose Fit Distressed Stretchy Denim Pants Dark Blue S,Coolmee,National Brand,light blue,33.59,69.99,true,52.0,Low,Slim,Slim Leg with a Casual Fit,17.75,Polyester,,,,Fly Button and Zipper
Target,1006493027,https://www.target.com/p/coolmee-women-s-ripped-mid-waisted-boyfriend-jeans-loose-fit-distressed-stretchy-denim-pants/-/A-1006493023?preselect=1006493027#lnk=sametab,Coolmee Women's Ripped Mid Waisted Boyfriend Jeans Loose Fit Distressed Stretchy Denim Pants Blue L,Coolmee,National Brand,Blue,40.59,69.99,true,42.0,Mid,Slim,Slim Leg with a Classic Fit,12.25,Polyester,,,,Pull-On
Target,1008926832,https://www.target.com/p/coolmee-women-s-straight-wide-leg-jeans-distress-high-waist-denim-pants-vintage-trousers-s-blue/-/A-1008926832,Coolmee Women's Straight Wide Leg Jeans Distress High Waist Denim Pants Vintage Trousers L Blue,Coolmee,National Brand,blue,39.99,83.99,true,52.4,High,Wide Leg,Wide Leg with a Casual Fit,,Cotton,,,,Fly Button and Zipper
Target,1010617561,https://www.target.com/p/coolmee-women-s-summer-below-knee-jeans-high-waisted-fashion-straight-leg-slim-fit-denim-pants-2xl-light-blue/-/A-1010617561?preselect=1010617561#lnk=sametab,Coolmee Women's Summer Below Knee Jeans High Waisted Fashion Straight Leg Slim Fit Denim Pants 2XL Light Blue,Coolmee,National Brand,Pants,37.99,79.99,true,52.5,High,Slim,Slim Straight with a Slim Straight Fit,,Rayon,,,,Fly Button and Zipper
Target,1010969647,https://www.target.com/p/coolmee-women-s-straight-wide-leg-jeans-pull-on-high-waisted-baggy-jeans-elastic-waist-stretchy-loose-denim-pants-l-dark-blue/-/A-1010969647,Coolmee Women's Straight Wide Leg Jeans Pull On High Waisted Baggy Jeans Elastic Waist Stretchy Loose Denim Pants S Light Blue,Coolmee,National Brand,Dark Blue,49.99,103.99,true,51.9,High,Wide Leg,Wide Leg with a Loose Fit,29.25,,,,,Full Waistband Elastic
Target,1010969643,https://www.target.com/p/coolmee-women-s-straight-wide-leg-jeans-pull-on-high-waisted-baggy-jeans-elastic-waist-stretchy-loose-denim-pants-l-light-blue/-/A-1010969643,Coolmee Women's Straight Wide Leg Jeans Pull On High Waisted Baggy Jeans Elastic Waist Stretchy Loose Denim Pants S Light Blue,Coolmee,National Brand,Light Blue,49.99,103.99,true,51.9,High,Wide Leg,Wide Leg with a Loose Fit,29.25,,,,,Full Waistband Elastic
Target,1010969827,https://www.target.com/p/coolmee-women-s-vintage-bell-bottom-jeans-high-waist-stretch-bootcut-slim-fit-denim-pants-trouser-with-pockets-4xl-royal-blue/-/A-1010969827,Coolmee Women's Vintage Bell Bottom Jeans High Waist Stretch Bootcut Slim Fit Denim Pants Trouser with Pockets XL Royal Blue,Coolmee,National Brand,Royal Blue,39.99,83.99,true,52.4,High,Slim,Flare with a Slim Fit,,,,,,Fly Button
Target,1007051645,https://www.target.com/p/coolmee-women-s-wide-leg-baggy-jeans-low-waist-heart-pattern-loose-denim-pants-blue-s/-/A-1007051645,Coolmee Women's Wide Leg Baggy Jeans Low Waist Heart Pattern Loose Denim Pants Blue M,Coolmee,National Brand,blue,42.99,65.99,true,34.9,Low,Wide Leg,Wide Leg with a Casual Fit,,,,,,Pull-On
Target,1010619440,https://www.target.com/p/coolmee-women-s-wide-leg-jeans-baggy-high-waist-stretch-boyfriend-vintage-straight-leg-denim-pants-with-pockets-s-blue/-/A-1010619440?preselect=1010619440#lnk=sametab,Coolmee Women's Wide Leg Jeans Baggy High Waist Stretch Boyfriend Vintage Straight Leg Denim Pants with Pockets S Blue,Coolmee,National Brand,,37.99,79.99,true,52.5,High,Wide Leg,Wide Leg with a Casual Fit,,Cotton,,,,Fly Button and Zipper
Target,1010478455,https://www.target.com/p/coolmee-women-s-wide-leg-baggy-jeans-with-elastic-waist-casual-lightweight-loose-fit-denim-pants-blue-s/-/A-1010478455,Coolmee Women's Wide Leg Baggy Jeans with Elastic Waist Casual Lightweight Loose Fit Denim Pants Blue S,Coolmee,National Brand,blue,39.99,85.99,true,53.5,High,Wide Leg,Wide Leg with a Casual Fit,,Polyester,,,,Full Waistband Elastic
Target,1009254970,https://www.target.com/p/coolmee-women-skinny-ripped-cropped-jeans-stretch-distressed-destroyed-denim-pants-s-black/-/A-1009254970,Coolmee Women Skinny Ripped Cropped Jeans Stretch Distressed Destroyed Denim Pants S Dark Blue,Coolmee,National Brand,black,40.99,85.99,true,52.3,High,Skinny,Slim Leg with a Slim Fit,,Cotton,,,,Fly Button and Zipper
Target,1009254964,https://www.target.com/p/coolmee-women-skinny-ripped-cropped-jeans-stretch-distressed-destroyed-denim-pants-s-dark-blue/-/A-1009254964,Coolmee Women Skinny Ripped Cropped Jeans Stretch Distressed Destroyed Denim Pants S Dark Blue,Coolmee,National Brand,dark blue,39.99,83.99,true,52.4,High,Skinny,Slim Leg with a Slim Fit,,Cotton,,,,Fly Button and Zipper
Target,1006619189,https://www.target.com/p/coolmee-women-s-wide-leg-jeans-high-waisted-straight-leg-jeans-buttoned-loose-denim-pants-with-pocket-lake-blue-s/-/A-1006619189,Coolmee Women's Wide Leg Jeans High Waisted Straight Leg Jeans Buttoned Loose Denim Pants with Pocket White 2XL,Coolmee,National Brand,lake blue,34.99,79.99,true,56.3,High,Wide Leg,Straight Leg with a Casual Fit,27.75,Polyester,,,,Fly Button
Target,1006619200,https://www.target.com/p/coolmee-women-s-wide-leg-jeans-high-waisted-straight-leg-jeans-buttoned-loose-denim-pants-with-pocket-white-s/-/A-1006619200,Coolmee Women's Wide Leg Jeans High Waisted Straight Leg Jeans Buttoned Loose Denim Pants with Pocket White 2XL,Coolmee,National Brand,white,34.99,79.99,true,56.3,High,Wide Leg,Straight Leg with a Casual Fit,27.75,Polyester,,,,Fly Button
Target,1006619190,https://www.target.com/p/coolmee-women-s-wide-leg-jeans-high-waisted-stretchy-straight-leg-jeans-trendy-denim-pant/-/A-1006619193?preselect=1006619190#lnk=sametab,Coolmee Women's Wide Leg Jeans High Waisted Stretchy Straight Leg Jeans Trendy Denim Pant Blue S,Coolmee,National Brand,Blue,44.45,67.35,true,34.0,High,Wide Leg,Straight Leg with a Casual Fit,27.75,Polyester,,,,Fly Zipper
Target,1010617689,https://www.target.com/p/coolmee-women-straight-leg-jeans-high-waisted-casual-stretchy-boyfriend-denim-pants-fashion-baggy-jeans-l-light-brown/-/A-1010617689?preselect=1010617689#lnk=sametab,Coolmee Women Straight Leg Jeans High Waisted Casual Stretchy Boyfriend Denim Pants Fashion Baggy Jeans L Light Brown,Coolmee,National Brand,,36.99,77.99,true,52.6,High,Straight,Straight Leg with a Straight Fit,29.0,Cotton,,,,Fly Button and Zipper
Target,1005843891,https://www.target.com/p/coolmee-women-slim-skinny-fit-ripped-jeans-stretch-distressed-destroyed-high-waisted-crossover-denim-pants-black-s/-/A-1005843891,Coolmee Women Slim Skinny Fit Ripped Jeans Stretch Distressed Destroyed High Waisted Crossover Denim Pants Light Blue 2XL,Coolmee,National Brand,black,41.99,79.99,true,47.5,High,Skinny,Slim Leg with a Casual Fit,,,,,,Pull-On
Target,1005843880,https://www.target.com/p/coolmee-women-slim-skinny-fit-ripped-jeans-stretch-distressed-destroyed-high-waisted-crossover-denim-pants-light-blue-s/-/A-1005843880,Coolmee Women Slim Skinny Fit Ripped Jeans Stretch Distressed Destroyed High Waisted Crossover Denim Pants Light Blue 2XL,Coolmee,National Brand,light blue,41.99,79.99,true,47.5,High,Skinny,Slim Leg with a Casual Fit,,,,,,Pull-On
Target,1010477796,https://www.target.com/p/coolmee-womens-baggy-cargo-pants-wide-leg-jeans-hip-hop-high-rise-oversized-jeans-grunge-clothes-with-pockets-s-dark-blue/-/A-1010477796,Coolmee Womens Baggy Cargo Pants Wide Leg Jeans Hip Hop High Rise Oversized Jeans Grunge Clothes with Pockets XL Light Blue,Coolmee,National Brand,dark blue,45.99,95.99,true,52.1,High,Wide Leg,Wide Leg with a Loose Fit,,Cotton,,,,Fly Button and Zipper
Target,1010477791,https://www.target.com/p/coolmee-womens-baggy-cargo-pants-wide-leg-jeans-hip-hop-high-rise-oversized-jeans-grunge-clothes-with-pockets-s-light-blue/-/A-1010477791,Coolmee Womens Baggy Cargo Pants Wide Leg Jeans Hip Hop High Rise Oversized Jeans Grunge Clothes with Pockets XL Light Blue,Coolmee,National Brand,light blue,45.99,95.99,true,52.1,High,Wide Leg,Wide Leg with a Loose Fit,,Cotton,,,,Fly Button and Zipper
Target,1010184754,https://www.target.com/p/coolmee-womens-baggy-jeans-straight-leg-high-waisted-boyfriend-wide-leg-denim-pants-stretchy-black-s/-/A-1010184754,Coolmee Womens Baggy Jeans Straight Leg High Waisted Boyfriend Wide Leg Denim Pants Stretchy Black M,Coolmee,National Brand,black,38.99,85.99,true,54.7,High,Wide Leg,Wide Leg with a Casual Fit,,Cotton,,,,Fly Button and Zipper
Target,1010036685,https://www.target.com/p/coolmee-womens-jeans-straight-wide-leg-denim-pants-vintage-heart-pockets-boyfriend-casual-loose-jeans-blue-s/-/A-1010036685,Coolmee Womens Jeans Straight Wide Leg Denim Pants Vintage Heart Pockets Boyfriend Casual Loose Jeans Blue XL,Coolmee,National Brand,blue,40.99,85.99,true,52.3,High,Wide Leg,Wide Leg with a Casual Fit,,Cotton,,,,Fly Button and Zipper
Target,1011006364,https://www.target.com/p/coolmee-womens-jeans-high-waisted-skinny-straight-leg-tummy-control-distressed-side-slit-denim-pants/-/A-1011006360?preselect=1011006364#lnk=sametab,Coolmee Womens Jeans High Waisted Skinny Straight Leg Tummy Control Distressed Side Slit Denim Pants Light Blue L,Coolmee,National Brand,Light Blue,39.99,85.99,true,53.5,High,Skinny,Straight Leg with a Slim Fit,,Cotton,,,,Fly Button and Zipper
Target,1010969732,https://www.target.com/p/coolmee-womens-fashion-bell-leg-jean-stretch-high-belt-waisted-slim-fit-wide-leg-jeans-with-pockets-l-black/-/A-1010969732,Coolmee Womens Fashion Bell Leg Jean Stretch High Belt Waisted Slim Fit Wide Leg Jeans with Pockets S Lake Blue,Coolmee,National Brand,Black,38.99,81.99,true,52.4,High,Wide Leg,Flare with a Slim Fit,,,,,,Pull-On
Target,1010969727,https://www.target.com/p/coolmee-womens-fashion-bell-leg-jean-stretch-high-belt-waisted-slim-fit-wide-leg-jeans-with-pockets-l-lake-blue/-/A-1010969727,Coolmee Womens Fashion Bell Leg Jean Stretch High Belt Waisted Slim Fit Wide Leg Jeans with Pockets S Lake Blue,Coolmee,National Brand,Lake Blue,38.99,81.99,true,52.4,High,Wide Leg,Flare with a Slim Fit,,,,,,Pull-On
Target,1005365386,https://www.target.com/p/coolmee-womens-midi-waisted-jeans-stretchy-straight-leg-loose-fashion-raw-hem-denim-pants-with-pockets/-/A-1005365354?preselect=1005365386#lnk=sametab,Coolmee Womens Midi Waisted Jeans Stretchy Straight Leg Loose Fashion Raw Hem Denim Pants with Pockets XL Blue,Coolmee,National Brand,,46.05,96.99,true,52.5,Mid,Slim,Straight Leg with a Slim Fit,,Rayon,,,,Fly Button and Zipper
Target,1010969805,https://www.target.com/p/coolmee-womens-skinny-ripped-fashion-jeans-slim-fit-stretch-distressed-destroyed-denim-pants-with-pockets/-/A-1010969801?preselect=1010969805#lnk=sametab,Coolmee Womens Skinny Ripped Fashion Jeans Slim Fit Stretch Distressed Destroyed Denim Pants with Pockets 2XL Light Blue,Coolmee,National Brand,,34.99,73.99,true,52.7,High,Skinny,Slim Leg with a Slim Fit,,Cotton,,,,Fly Button and Zipper
Target,1010617419,https://www.target.com/p/coolmee-womens-straight-denim-button-zipper-waist-stretchy-casual-wide-leg-long-jeans-m-blue/-/A-1010617419?preselect=1010617419#lnk=sametab,Coolmee Womens Straight Denim Button Zipper Waist Stretchy Casual Wide Leg Long Jeans M Blue,Coolmee,National Brand,,38.99,81.99,true,52.4,High,Wide Leg,Wide Leg with a Casual Fit,,Cotton,,,,Fly Button and Zipper
Target,1006351475,https://www.target.com/p/coolmee-womens-straight-leg-jeans-slit-hem-high-waisted-stretch-relaxed-fit-bootcut-jeans-with-pockets/-/A-1006351465?preselect=1006351475#lnk=sametab,Coolmee Womens Straight Leg Jeans Slit Hem High Waisted Stretch Relaxed Fit Bootcut Jeans with Pockets Blue XS,Coolmee,National Brand,,41.99,79.99,true,47.5,High,Straight,Straight Leg with a Casual Fit,,Cotton,,,,Pull-On
Target,1006842309,https://www.target.com/p/coolmee-womens-stretchy-mid-rise-barrel-jeans-vintage-loose-wide-leg-cropped-denim-pants-baggy-jeans-with-pockets-s-white/-/A-1006842309,Coolmee Womens Stretchy Mid Rise Barrel Jeans Vintage Loose Wide Leg Cropped Denim Pants Baggy Jeans with Pockets XL White,Coolmee,National Brand,white,41.99,88.99,true,52.8,Mid,Wide Leg,Relaxed Leg with a Casual Fit,,,,,,Fly Button and Zipper
Target,1010561082,https://www.target.com/p/coolmee-womens-wide-leg-jeans-casual-high-waisted-straight-leg-baggy-belted-denim-pants-with-pockets-blue-s/-/A-1010561082,Coolmee Womens Wide Leg Jeans Casual High Waisted Straight Leg Baggy Belted Denim Pants with Pockets Blue S,Coolmee,National Brand,blue,41.99,85.99,true,51.2,High,Wide Leg,Wide Leg with a Casual Fit,,Cotton,,,,Fly Button and Zipper
Target,1009700274,https://www.target.com/p/coolmee-womens-wide-leg-jeans-casual-vintage-mid-waist-baggy-denim-washed-pants-with-pockets-blue-s/-/A-1009700274,Coolmee Womens Wide Leg Jeans Casual Vintage Mid Waist Baggy Denim Washed Pants with Pockets Blue L,Coolmee,National Brand,blue,40.99,85.99,true,52.3,Mid,Wide Leg,Wide Leg with a Casual Fit,,Cotton,,,,Fly Button and Zipper
Target,1004640003,https://www.target.com/p/cowgirl-tuff-edgy-bootcut-womens-medium-wash-jeans-27-long/-/A-1004640003,Cowgirl Tuff Edgy Bootcut Womens Medium Wash Jeans (29 Long),Cowgirl Tuff Co.,National Brand,medium wash,89.99,99.99,true,10.0,Mid,Bootcut,Bootcut Leg with a Classic Fit,36.0,"98% Cotton, 2% Spandex",98.0,98.0,,Fly Zipper
Target,1004639987,https://www.target.com/p/cowgirl-tuff-don-t-fence-me-in-womens-dark-jeans-dark-wash-27-long/-/A-1004639987,"Cowgirl Tuff Don't Fence Me In Womens Dark Jeans, Dark Wash (27 X-Long)",Cowgirl Tuff Co.,National Brand,dark wash,79.99,94.95,true,15.8,Mid,Bootcut,Bootcut Leg with a Classic Fit,35.0,"98% Cotton, 2% Spandex",98.0,98.0,,Fly Button and Zipper
Target,1008978420,https://www.target.com/p/creamy-soft-beautiful-blue-jean-leggings-usa-fashion-one-size-regular-blue/-/A-1008978420#lnk=sametab,"Creamy Soft Beautiful Blue Jean Leggings - USA Fashion (One Size Regular,Blue)",Only Leggings,National Brand,,19.95,19.95,true,,regular,Skinny,Skinny Leg with a Regular Fit,27.0,"92% Polyester, 8% Spandex",,,,Full Waistband Elastic
Target,1008678164,https://www.target.com/p/ellos-animal-relaxed-straight-leg-jean-10-leopard/-/A-1008678164,"Ellos Stretch Mid-Rise Relaxed Straight Leg Jeans - 10, Leopard",ellos,National Brand,leopard,68.99,98.9,true,30.2,High,Straight,Straight Leg with a Classic Fit,,,,,,Pull-On
Target,1009129147,https://www.target.com/p/ellos-back-elastic-trouser-jean-12-medium-wash/-/A-1009129147,"Ellos Back Elastic Trouser Jean - 12, Medium Wash",ellos,National Brand,medium wash,64.99,84.9,true,23.5,High,Wide Leg,Wide Leg with a Regular Fit,,,,,,Pull-On
Target,90914211,https://www.target.com/p/ellos-women-s-plus-size-5-pocket-wide-leg-jeans-12-black-wash/-/A-90914211,"Ellos Stretch High-Waist Wide Leg Jeans - 12, Medium Stonewash",ellos,National Brand,black wash,58.99,88.9,true,33.6,High,Wide Leg,Wide Leg with a Loose Fit,,,,,,Fly Button and Zipper
Target,90914223,https://www.target.com/p/ellos-women-s-plus-size-5-pocket-wide-leg-jeans-12-dark-stonewash/-/A-90914223,"Ellos Stretch High-Waist Wide Leg Jeans - 12, Medium Stonewash",ellos,National Brand,dark stonewash,58.99,88.9,true,33.6,High,Wide Leg,Wide Leg with a Loose Fit,,,,,,Fly Button and Zipper
Target,90914192,https://www.target.com/p/ellos-women-s-plus-size-5-pocket-wide-leg-jeans-12-medium-stonewash/-/A-90914192,"Ellos Stretch High-Waist Wide Leg Jeans - 12, Medium Stonewash",ellos,National Brand,medium stonewash,58.99,88.9,true,33.6,High,Wide Leg,Wide Leg with a Loose Fit,,,,,,Fly Button and Zipper
Target,90379360,https://www.target.com/p/ellos-women-s-plus-size-back-elastic-bootcut-jeans-10-light-stonewash/-/A-90379360,"Ellos Stretch Mid-Rise Back Elastic Bootcut Jeans - 10, Light Stonewash",ellos,National Brand,light stonewash,45.99,76.9,true,40.2,regular,Bootcut,Bootcut Leg with a Contemporary Fit,,,,,,Fly Button and Zipper
Target,90379349,https://www.target.com/p/ellos-women-s-plus-size-back-elastic-bootcut-jeans-10-medium-stonewash/-/A-90379349,"Ellos Stretch Mid-Rise Back Elastic Bootcut Jeans - 10, Light Stonewash",ellos,National Brand,medium stonewash,45.99,76.9,true,40.2,regular,Bootcut,Bootcut Leg with a Contemporary Fit,,,,,,Fly Button and Zipper
Target,1005131904,https://www.target.com/p/ellos-bootcut-5-pocket-jeans-10-black-denim/-/A-1005131904,"Ellos Stretch Mid-Rise Bootcut Jeans - 14, Black Denim",ellos,National Brand,black denim,53.99,82.9,true,34.9,regular,Bootcut,Bootcut Leg with a Contemporary Fit,,,,,,Fly Button and Zipper
Target,90379280,https://www.target.com/p/ellos-women-s-plus-size-bootcut-5-pocket-jeans-10-stonewash/-/A-90379280,"Ellos Stretch Mid-Rise Bootcut Jeans - 14, Black Denim",ellos,National Brand,stonewash,53.99,82.9,true,34.9,regular,Bootcut,Bootcut Leg with a Contemporary Fit,,,,,,Fly Button and Zipper
Target,93387377,https://www.target.com/p/ellos-women-s-plus-size-bootcut-stretch-jeans-10-dark-stonewash/-/A-93387377,"Ellos Stretch Mid-Rise Adjustable Waist Bootcut Jean - 10, Dark Stonewash",ellos,National Brand,dark stonewash,49.99,88.9,true,43.8,regular,Bootcut,Bootcut Leg with a Contemporary Fit,,,,,,Fly Button and Zipper
Target,90380088,https://www.target.com/p/ellos-women-s-plus-size-bootcut-stretch-jeans-10-light-stonewash/-/A-90380088,"Ellos Stretch Mid-Rise Adjustable Waist Bootcut Jean - 10, Dark Stonewash",ellos,National Brand,light stonewash,49.99,88.9,true,43.8,regular,Bootcut,Bootcut Leg with a Contemporary Fit,,,,,,Fly Button and Zipper
Target,90380647,https://www.target.com/p/ellos-women-s-plus-size-high-waist-wide-leg-jeans-10-stonewash/-/A-90380647,"Ellos High-Waist Wide-Leg Stretch Jeans - 10, Dark Stonewash",ellos,National Brand,dark stonewash,47.99,88.9,true,46.0,regular,Wide Leg,Wide Leg with a Contemporary Fit,,,,,,Fly Button and Zipper
Target,90380846,https://www.target.com/p/ellos-women-s-plus-size-crop-bootcut-jeans-10-light-stonewash/-/A-90380846,"Ellos Crop Bootcut Jeans - 10, Light Stonewash",ellos,National Brand,light stonewash,47.99,76.9,true,37.6,regular,Bootcut,Bootcut Leg with a Contemporary Fit,,,,,,Fly Button and Zipper
Target,90380843,https://www.target.com/p/ellos-women-s-plus-size-crop-bootcut-jeans-24-white/-/A-90380843,"Ellos Crop Bootcut Jeans - 10, Light Stonewash",ellos,National Brand,white,47.99,76.9,true,37.6,regular,Bootcut,Bootcut Leg with a Contemporary Fit,,,,,,Fly Button and Zipper
Target,92176580,https://www.target.com/p/ellos-women-s-plus-size-capri-jegging-10-indigo/-/A-92176580,"Ellos Mid-Rise Stretch Capri Jegging - 10, Light Stonewash",ellos,National Brand,indigo,39.99,72.9,true,45.1,regular,Skinny,Skinny Leg with a Contemporary Fit,,,,,,Fly Button and Zipper
Target,92176564,https://www.target.com/p/ellos-women-s-plus-size-capri-jegging-10-light-stonewash/-/A-92176564,"Ellos Mid-Rise Stretch Capri Jegging - 10, Light Stonewash",ellos,National Brand,light stonewash,39.99,72.9,true,45.1,regular,Skinny,Skinny Leg with a Contemporary Fit,,,,,,Fly Button and Zipper
